Epoch:0 Loss:0.69314720
Epoch:1 Loss:0.69314716
Epoch:2 Loss:0.69314710
Epoch:3 Loss:0.69314703
Epoch:4 Loss:0.69314689
Epoch:5 Loss:0.69314656
Epoch:6 Loss:0.69314567
Epoch:7 Loss:0.69314308
Epoch:8 Loss:0.69313329
Epoch:9 Loss:0.69308980
Epoch:10 Loss:0.69291896
Epoch:11 Loss:0.69244420
Epoch:12 Loss:0.69125174
Epoch:13 Loss:0.68923781
Epoch:14 Loss:0.68694453
Epoch:15 Loss:0.68321701
Epoch:16 Loss:0.68104860
Epoch:17 Loss:0.67833682
Epoch:18 Loss:0.67536859
Epoch:19 Loss:0.67355828
Epoch:20 Loss:0.66890657
Epoch:21 Loss:0.66755170
Epoch:22 Loss:0.66622088
Epoch:23 Loss:0.66134761
Epoch:24 Loss:0.66023593
Epoch:25 Loss:0.66035352
Epoch:26 Loss:0.65792216
Epoch:27 Loss:0.65379000
Epoch:28 Loss:0.65026262
Epoch:29 Loss:0.65085626
Epoch:30 Loss:0.64809948
Epoch:31 Loss:0.64457739
Epoch:32 Loss:0.64322280
Epoch:33 Loss:0.63844966
Epoch:34 Loss:0.63586278
Epoch:35 Loss:0.63554216
Epoch:36 Loss:0.63449971
Epoch:37 Loss:0.63170760
Epoch:38 Loss:0.62632757
Epoch:39 Loss:0.62375707
Epoch:40 Loss:0.62665433
Epoch:41 Loss:0.62475248
Epoch:42 Loss:0.61808265
Epoch:43 Loss:0.61583939
Epoch:44 Loss:0.61740507
Epoch:45 Loss:0.61116820
Epoch:46 Loss:0.60858508
Epoch:47 Loss:0.61094667
Epoch:48 Loss:0.60736954
Epoch:49 Loss:0.60325237
Epoch:50 Loss:0.60716278
Epoch:51 Loss:0.60512254
Epoch:52 Loss:0.60530358
Epoch:53 Loss:0.60516325
Epoch:54 Loss:0.59808547
Epoch:55 Loss:0.60216517
Epoch:56 Loss:0.59960822
Epoch:57 Loss:0.59723281
Epoch:58 Loss:0.58878424
Epoch:59 Loss:0.59769807
Epoch:60 Loss:0.58990721
Epoch:61 Loss:0.58639351
Epoch:62 Loss:0.58703016
Epoch:63 Loss:0.58746419
Epoch:64 Loss:0.59381899
Epoch:65 Loss:0.58350269
Epoch:66 Loss:0.58433296
Epoch:67 Loss:0.58209661
Epoch:68 Loss:0.57774501
Epoch:69 Loss:0.58153259
Epoch:70 Loss:0.57888664
Epoch:71 Loss:0.57826295
Epoch:72 Loss:0.57756494
Epoch:73 Loss:0.57507319
Epoch:74 Loss:0.57171842
Epoch:75 Loss:0.57638328
Epoch:76 Loss:0.57421591
Epoch:77 Loss:0.57250821
Epoch:78 Loss:0.56916357
Epoch:79 Loss:0.56706175
Epoch:80 Loss:0.56811517
Epoch:81 Loss:0.56950512
Epoch:82 Loss:0.56668625
Epoch:83 Loss:0.56850745
Epoch:84 Loss:0.56149644
Epoch:85 Loss:0.56257053
Epoch:86 Loss:0.55682224
Epoch:87 Loss:0.56921473
Epoch:88 Loss:0.56360628
Epoch:89 Loss:0.55734261
Epoch:90 Loss:0.55658636
Epoch:91 Loss:0.55681474
Epoch:92 Loss:0.55298054
Epoch:93 Loss:0.55193332
Epoch:94 Loss:0.55140877
Epoch:95 Loss:0.55117310
Epoch:96 Loss:0.55652709
Epoch:97 Loss:0.55250540
Epoch:98 Loss:0.55044557
Epoch:99 Loss:0.54851172
Loading 99th epoch
Testing AUC!
Testing AUC:0.6224

 Contrast Score Margin:1.39864

==============================
[0.6223859649122807]
FINAL TESTING AUC:0.6224
==============================

 Contrast Score Margin:1.36575
AUC:0.6737

 run time: 
00:36:44.370
