seed,weight,eta,AUC,CST,CST_equal,CST_base,loss_start_epoch,loss_end_epoch
3,0,0.4322,2.71579,1.53553,2.09833,0.10655245184898376,0.10279531031847
3,0,0.2680,0.43463,0.32441,0.77111,0.39237338304519653,0.3876389265060425
3,0,0.4947,0.49346,0.32619,0.57527,15.048731803894043,14.470842361450195
3,0,0.3250,1.45747,0.80355,1.46904,29.475849151611328,28.552677154541016
3,0,0.3111,1.26485,0.62092,1.06230,30.148441314697266,28.840091705322266
3,0.01,0.4802,2.46032,1.30226,1.85385,0.09588217735290527,0.09873760491609573
3,0.01,0.7187,1.91505,1.80407,2.71713,0.3956044018268585,0.3873860239982605
3,0.01,0.7188,1.91491,1.80717,2.72195,15.099565505981445,14.351414680480957
3,0.01,0.7186,1.91577,1.81291,2.72764,29.292722702026367,28.321378707885742
3,0.01,0.7191,1.91697,1.80459,2.71883,29.47121238708496,28.606487274169922
3,0.1,0.4810,2.51086,1.39251,1.98171,0.10039073973894119,0.09783589094877243
3,0.1,0.7188,1.91493,1.80601,2.72009,0.37493395805358887,0.3627924919128418
3,0.1,0.7179,1.90827,1.82772,2.74144,13.852543830871582,13.3032808303833
3,0.1,0.7190,1.91519,1.80996,2.72630,27.193086624145508,26.24005889892578
3,0.1,0.7192,1.91753,1.80692,2.72140,27.485675811767578,26.50408363342285
3,0.2,0.5693,2.43471,1.38308,2.11759,0.09513074904680252,0.09783589094877243
3,0.2,0.7191,1.91038,1.78661,2.70089,0.34979358315467834,0.3437471389770508
3,0.2,0.7185,1.90808,1.78040,2.69421,12.540386199951172,12.13339900970459
3,0.2,0.7188,1.91527,1.80797,2.72327,24.89033317565918,23.927499771118164
3,0.2,0.7190,1.91475,1.80195,2.71612,25.217926025390625,24.168197631835938
3,0.3,0.6292,2.26956,1.46318,2.20820,0.09603246301412582,0.09422903507947922
3,0.3,0.7189,1.91556,1.80385,2.71837,0.32523298263549805,0.31384211778640747
3,0.3,0.7200,1.92007,1.81158,2.72625,11.311457633972168,10.96428394317627
3,0.3,0.7198,1.90239,1.81021,2.72501,22.1844539642334,21.613611221313477
3,0.3,0.7188,1.91511,1.81327,2.72788,22.756061553955078,21.83245277404785
3,0.4,0.6351,2.15809,1.58020,2.44136,0.09993988275527954,0.09588217735290527
3,0.4,0.7205,1.91396,1.78569,2.69942,0.2987610101699829,0.2986474931240082
3,0.4,0.7199,1.89677,1.79290,2.70567,10.058441162109375,9.797784805297852
3,0.4,0.7192,1.91510,1.80812,2.72315,20.18010139465332,19.3018798828125
3,0.4,0.7183,1.91105,1.78795,2.70184,20.207401275634766,19.495405197143555
3,0.5,0.6685,1.94706,1.36841,2.24121,0.10459873825311661,0.09918845444917679
3,0.5,0.7202,1.92131,1.82614,2.74045,0.27744045853614807,0.27037662267684937
3,0.5,0.7154,1.89124,1.79019,2.70153,8.898920059204102,8.628198623657227
3,0.5,0.7191,1.91341,1.80729,2.72231,17.710689544677734,16.989347457885742
3,0.5,0.7189,1.90928,1.81063,2.72524,17.708721160888672,17.159915924072266
3,0.6,0.6908,1.91765,1.72116,2.62105,0.1018935963511467,0.10084159672260284
3,0.6,0.7189,1.92141,1.81803,2.73267,0.2606169581413269,0.25339818000793457
3,0.6,0.7191,1.91663,1.81153,2.72606,7.825760364532471,7.45963716506958
3,0.6,0.7211,1.89950,1.77939,2.69185,15.127717971801758,14.67341136932373
3,0.6,0.7199,1.91099,1.82539,2.74054,15.24998950958252,14.817670822143555
3,0.7,0.6996,1.85204,1.63566,2.52303,0.09918845444917679,0.1012924537062645
