alpha,beta,gamma,AUC,CST,CST_equal,CST_base,loss_start_epoch,loss_end_epoch
0.9,0.4,0.2,0.6198,,1.63316,1.20363,1.24127,1.0213073654483151,0.8597924637739432
0.9,0.4,0.3,0.6198,,1.63310,1.20366,1.24130,1.036857231384612,0.8704215037630006
0.9,0.4,0.4,0.6198,,1.63319,1.20380,1.24144,1.0524044124964478,0.879370371408881
0.9,0.4,0.5,0.6196,,1.64157,1.23816,1.27648,1.0679546806608557,0.888153304266324
0.9,0.4,0.6,0.6182,,1.64469,1.22625,1.26376,1.083501156152809,0.898067019277577
0.9,0.4,0.7,0.6198,,1.63305,1.20349,1.24113,1.0990518042452067,0.910696273863178
0.9,0.4,0.8,0.6196,,1.64144,1.23780,1.27612,1.1145962110567864,0.9203032392827798
0.9,0.4,0.9,0.6197,,1.63314,1.20360,1.24124,1.1301466815741452,0.9299392152328139
0.9,0.4,0.99,0.6198,,1.63313,1.20375,1.24139,1.1441457263316623,0.9398826382727326
0.9,0.4,1.0,0.6182,,1.64470,1.22592,1.26342,1.1457056098942393,0.9369328001354914
0.9,0.5,0,0.7226,,1.64714,1.49236,1.55476,0.940699759586854,0.7180317812373401
0.9,0.5,0.001,0.7451,,1.67530,1.39812,1.44342,0.9408556655152566,0.6920572206825362
0.9,0.5,0.1,0.6297,,1.62558,1.20170,1.22781,0.9562493946756007,0.8172812083301588
0.9,0.5,0.2,0.6298,,1.62570,1.20163,1.22775,0.9717988457195202,0.8270031559274599
0.9,0.5,0.3,0.6297,,1.62581,1.20212,1.22825,0.9873482315149373,0.8368194181704356
0.9,0.5,0.4,0.6297,,1.62577,1.20218,1.22831,1.0028960261554145,0.8476663823766466
0.9,0.5,0.5,0.6297,,1.62581,1.20199,1.22812,1.0184495195780836,0.8567241511499083
0.9,0.5,0.6,0.6297,,1.62580,1.20173,1.22786,1.033992632432017,0.8675197172935786
0.9,0.5,0.7,0.6301,,1.62524,1.21618,1.24204,1.049547296748701,0.8784921079805211
0.9,0.5,0.8,0.6175,,1.66271,1.38690,1.42076,1.065089938271679,0.8886139059727517
0.9,0.5,0.9,0.6301,,1.62517,1.21617,1.24204,1.0806331444557489,0.896028587228982
0.9,0.5,0.99,0.6263,,1.70591,1.26368,1.29170,1.0946391003236484,0.902786870613935
0.9,0.5,1.0,0.6287,,1.65355,1.20512,1.23108,1.0961984236300955,0.9053956306008213
0.9,0.6,0,0.7207,,1.57878,1.41592,1.49985,0.8911892702893351,0.6823620617252024
0.9,0.6,0.001,0.7412,,1.62756,1.35745,1.42769,0.8913451910844852,0.6612606193121806
0.9,0.6,0.1,0.6304,,1.64135,1.15800,1.18145,0.9067394792620634,0.7941626197471354
0.9,0.6,0.2,0.6289,,1.65294,1.15116,1.17460,0.922288435573666,0.8052336561211813
0.9,0.6,0.3,0.6288,,1.65301,1.15141,1.17486,0.9378369061005308,0.8154556058846225
0.9,0.6,0.4,0.6289,,1.65307,1.15128,1.17473,0.9533844049202652,0.8253083628264641
0.9,0.6,0.5,0.6297,,1.65364,1.18140,1.20487,0.9689403821909951,0.8349735873125442
0.9,0.6,0.6,0.6297,,1.65350,1.18102,1.20450,0.9844784187389577,0.8447482910772944
0.9,0.6,0.7,0.6279,,1.66697,1.16429,1.18796,1.000028507401156,0.8546655293700326
0.9,0.6,0.8,0.6298,,1.65344,1.18084,1.20431,1.0155747015261485,0.8631206878888965
0.9,0.6,0.9,0.6298,,1.65362,1.18144,1.20492,1.0311149565231992,0.874566534374933
0.9,0.6,0.99,0.6279,,1.66705,1.16483,1.18851,1.0451216939965793,0.8873916725363522
0.9,0.6,1.0,0.6298,,1.65339,1.18105,1.20452,1.0466880857531524,0.8843487634669825
0.9,0.7,0,0.7196,,1.58232,1.47084,1.58019,0.8416787558009388,0.641356501100245
0.9,0.7,0.001,0.7483,,1.61509,1.37226,1.46463,0.8418346684744397,0.6142027383588479
0.9,0.7,0.1,0.6383,,1.93192,1.54442,1.65409,0.8572291605191749,0.7422185112092016
0.9,0.7,0.2,0.6250,,1.67466,1.18354,1.20120,0.8727779209476145,0.7817482962068729
0.9,0.7,0.3,0.6261,,1.67623,1.22591,1.24402,0.8883269620547394,0.7915734952922231
0.9,0.7,0.4,0.6251,,1.67424,1.18191,1.19957,0.9038737129944852,0.8027615260857632
0.9,0.7,0.5,0.6231,,1.69196,1.23739,1.25496,0.9194255379000658,0.8106804580941762
0.9,0.7,0.6,0.6261,,1.67671,1.22683,1.24494,0.9349709884123769,0.8233782222309509
0.9,0.7,0.7,0.6230,,1.69191,1.23596,1.25353,0.9505182771704764,0.830570321986086
0.9,0.7,0.8,0.6229,,1.67329,1.22285,1.24079,0.966072016032133,0.8398095763032486
0.9,0.7,0.9,0.6231,,1.69215,1.23805,1.25562,0.9816214823557653,0.8495596914313407
0.9,0.7,0.99,0.6231,,1.69208,1.23696,1.25453,0.9956173947721926,0.85632369245723
0.9,0.7,1.0,0.6231,,1.69176,1.23652,1.25409,0.9971740840488988,0.8597367327428029
0.9,0.8,0,0.7146,,1.52898,1.46913,1.60195,0.7921682344297889,0.6028922248382216
0.9,0.8,0.001,0.7375,,1.59506,1.39404,1.51371,0.7923241619700372,0.5744611187289549
0.9,0.8,0.1,0.6420,,1.88236,1.64624,1.77809,0.8077193816594659,0.6935252482566217
0.9,0.8,0.2,0.6405,,1.68531,1.24513,1.25294,0.8232678656765274,0.7534541381699383
0.9,0.8,0.3,0.6404,,1.68554,1.24542,1.25323,0.8388204486485717,0.7639729105297467
0.9,0.8,0.4,0.6403,,1.67592,1.24008,1.24772,0.8543626374240285,0.774111054648428
0.9,0.8,0.5,0.6401,,1.68532,1.24516,1.25298,0.8699219997705543,0.7847191128389389
0.9,0.8,0.6,0.6404,,1.67593,1.23906,1.24670,0.8854655006741267,0.7936715844321747
0.9,0.8,0.7,0.6386,,1.67431,1.23515,1.24341,0.9010155806640554,0.8035555720053974
0.9,0.8,0.8,0.6408,,1.67403,1.29026,1.29914,0.9165604910178768,0.8153823541163296
0.9,0.8,0.9,0.6402,,1.68594,1.24644,1.25426,0.9321157721669239,0.8227490365642873
0.9,0.8,0.99,0.6403,,1.67609,1.24028,1.24792,0.9461141040088398,0.8316390672677109
0.9,0.8,1.0,0.6387,,1.69159,1.19195,1.19955,0.9476724759811067,0.8297993145693807
0.9,0.9,0,0.7121,,1.55148,1.43534,1.59889,0.7426577199413925,0.555130139922435
0.9,0.9,0.001,0.7331,,1.60957,1.41704,1.57174,0.7428136451415046,0.5305133035909771
0.9,0.9,0.1,0.6743,,1.78723,1.60539,1.76630,0.7582081004323364,0.6189491517549299
0.9,0.9,0.2,0.6421,,1.87965,1.25933,1.26064,0.7737590758684876,0.7276584101328949
0.9,0.9,0.3,0.6546,,1.75870,1.16492,1.16561,0.7893068826226108,0.7382339842049684
0.9,0.9,0.4,0.6544,,1.73408,1.17477,1.17579,0.8048578380987771,0.7479397446674232
0.9,0.9,0.5,0.6628,,1.73043,1.16271,1.16260,0.8204120264042333,0.7568443040374245
0.9,0.9,0.6,0.6572,,1.71748,1.19506,1.19585,0.8359553639112389,0.7672723895132404
0.9,0.9,0.7,0.6572,,1.71769,1.19499,1.19579,0.8515059424878269,0.7766201859533649
0.9,0.9,0.8,0.6628,,1.73145,1.16554,1.16544,0.8670525534323676,0.7880080135810182
0.9,0.9,0.9,0.6598,,1.71814,1.29576,1.29716,0.8826158496854487,0.7991721978363759
0.9,0.9,0.99,0.6542,,1.73506,1.17577,1.17680,0.8965996301477005,0.8059167012606703
0.9,0.9,1.0,0.6466,,1.74515,1.25284,1.25298,0.8981692980949102,0.8070099229900721
0.9,0.99,0,0.7015,,1.51066,1.45501,1.65604,0.6980982663725045,0.5345489620887104
0.9,0.99,0.001,0.7249,,1.60374,1.42475,1.61783,0.6982541765682141,0.5024870869469147
0.9,0.99,0.1,0.6846,,1.85323,1.49458,1.69051,0.7136477606401157,0.5657685170548067
0.9,0.99,0.2,0.4845,,2.52720,1.49270,1.49377,0.7291980727164905,0.7173632274599053
0.9,0.99,0.3,0.4950,,2.35741,1.25264,1.25409,0.7447720288404416,0.7277162157635766
0.9,0.99,0.4,0.4923,,2.46371,1.37111,1.37135,0.7605128807228653,0.7378704417109765
0.9,0.99,0.5,0.5222,,2.47460,1.37906,1.37914,0.7761214131846439,0.7480652574578829
0.9,0.99,0.6,0.5097,,2.50301,1.42905,1.42922,0.7917223240982302,0.7576074041340147
0.9,0.99,0.7,0.5115,,2.60009,1.44445,1.44481,0.8073197599096056,0.770899830734482
0.9,0.99,0.8,0.5060,,2.62661,1.43903,1.43932,0.8229163050926861,0.7772110904336802
0.9,0.99,0.9,0.5035,,2.60479,1.51248,1.51255,0.8385393827396508,0.7873787626658522
0.9,0.99,0.99,0.5078,,2.47787,1.38668,1.38685,0.8525777252661989,0.7967617173117798
0.9,0.99,1.0,0.5229,,2.57172,1.45709,1.45736,0.8541418477789634,0.7979333688425412
0.9,1.0,0,0.7264,,1.60537,1.55069,1.75359,0.693147211234509,0.50249753200705
0.9,1.0,0.001,0.7355,,1.59190,1.56421,1.75340,0.6932976126120217,0.49447555836574036
0.9,1.0,0.1,0.5233,,2.46889,1.44767,1.44782,0.7081693750881433,0.7028321448980248
0.9,1.0,0.2,0.5277,,2.42314,1.40487,1.40502,0.7231897932001955,0.7129721839763826
0.9,1.0,0.3,0.5135,,2.63404,1.52480,1.52512,0.738210231685198,0.7227176701774773
0.9,1.0,0.4,0.5259,,2.53900,1.48721,1.48737,0.7532319997805096,0.7333665893479803
0.9,1.0,0.5,0.5071,,2.70209,1.47862,1.47902,0.7682530300446526,0.7419946825531833
0.9,1.0,0.6,0.5122,,2.40919,1.41491,1.41504,0.7832771695238339,0.7512023121325028
0.9,1.0,0.7,0.5134,,2.65249,1.54998,1.55019,0.7982978153173698,0.7608842255061549
0.9,1.0,0.8,0.5047,,2.47902,1.41583,1.41636,0.8133188936231318,0.7724337977019524
0.9,1.0,0.9,0.5308,,2.40131,1.41708,1.41722,0.8283387264258316,0.7817086412229384
0.9,1.0,0.99,0.5441,,2.41818,1.42511,1.42528,0.8418553211397166,0.7945301103261547
0.9,1.0,1.0,0.4946,,2.48067,1.38944,1.38995,0.8433629787821693,0.7933582152835766
