subgraph_size,gamma,AUC,CST,CST_equal,CST_base,loss_start_epoch,loss_end_epoch
7,1.0,0.8993,2.00522,1.26424,2.62832,0.7135094602902731,0.4124291216333707
8,0,0.8805,2.54961,1.60104,2.15409,0.709806501865387,0.39154646048943204
8,0.001,0.8793,2.56090,1.60808,2.15662,0.7098164906104406,0.3928046375513077
8,0.1,0.8992,2.46666,1.62495,2.21970,0.7107532372077306,0.38824116935332614
8,0.2,0.9148,2.50919,1.55639,2.21622,0.711690346399943,0.3456607311964035
8,0.3,0.9183,2.39148,1.39788,2.13109,0.7126265366872152,0.330885944267114
8,0.4,0.9185,2.28879,1.32076,2.14890,0.7135624289512634,0.34337663650512695
8,0.5,0.9188,2.24656,1.34896,2.26977,0.7144982268412908,0.35880063722531
8,0.6,0.9127,2.23947,1.38870,2.39632,0.7154338757197062,0.381409227848053
8,0.7,0.9030,2.12723,1.35413,2.46716,0.7163695345322291,0.4171504005789757
8,0.8,0.8946,2.09027,1.32277,2.53494,0.7173050741354624,0.4285382404923439
8,0.9,0.8919,2.06843,1.32034,2.62064,0.7182406932115555,0.4343016321460406
8,0.99,0.8860,2.05877,1.34095,2.69910,0.719082698225975,0.4380480994780858
8,1.0,0.8838,2.05021,1.33066,2.69586,0.7191762377818426,0.42776162674029666
9,0,0.8903,2.59409,1.59579,2.13384,0.7164752235015234,0.33214371154705685
9,0.001,0.8910,2.58994,1.57486,2.11091,0.7164852470159531,0.33451081315676373
9,0.1,0.9081,2.54723,1.48083,2.07537,0.7174223562081655,0.28679465875029564
9,0.2,0.9148,2.41848,1.42731,2.08476,0.7183605084816614,0.3136706277728081
9,0.3,0.9225,2.30902,1.37291,2.11275,0.7192981193463007,0.3187042971452077
9,0.4,0.9251,2.25958,1.38286,2.20943,0.720235546429952,0.339582030971845
9,0.5,0.9238,2.24420,1.39812,2.32234,0.721172903974851,0.36251911024252575
9,0.6,0.9208,2.22681,1.41744,2.42501,0.7221102068821589,0.3673070992032687
9,0.7,0.9207,2.19567,1.38186,2.47181,0.7230475544929504,0.34200072040160495
9,0.8,0.9189,2.17221,1.37196,2.54548,0.7239847133557001,0.3325660352905591
9,0.9,0.9148,2.17573,1.40827,2.66811,0.7249218771855036,0.3411564603447914
9,0.99,0.9069,2.15029,1.40672,2.74109,0.7257653623819351,0.33754093075791997
9,1.0,0.9078,2.14063,1.37082,2.70908,0.7258591055870056,0.34503812963763875
