subgraph_size,gamma,AUC,CST,CST_equal,CST_base,loss_start_epoch,loss_end_epoch
8,1.0,0.8739,1.67784,1.33726,2.79738,0.7712040960788726,0.5394690036773682
9,0,0.8659,2.15987,1.54441,2.18366,0.7091397881507874,0.5301914274692535
9,0.001,0.8645,2.15466,1.55816,2.19786,0.7091537117958069,0.5325776249170303
9,0.1,0.8749,2.09700,1.40495,2.11265,0.7104991793632507,0.5393780261278153
9,0.2,0.8797,2.00314,1.25949,2.04492,0.7118547022342682,0.5242402911186218
9,0.3,0.8776,1.96373,1.29503,2.15476,0.7132100045681,0.5227789103984832
9,0.4,0.8805,1.87975,1.27531,2.22367,0.7145649552345276,0.5232791334390641
9,0.5,0.8814,1.83716,1.29395,2.32969,0.715919142961502,0.5248626053333283
9,0.6,0.8766,1.79140,1.29639,2.41897,0.7172737777233124,0.5333342611789703
9,0.7,0.8793,1.75079,1.28370,2.49356,0.718628191947937,0.5259239882230758
9,0.8,0.8758,1.71532,1.27681,2.57026,0.7199826180934906,0.5349397510290146
9,0.9,0.8722,1.68465,1.30088,2.67930,0.7213370025157928,0.5284722477197648
9,0.99,0.8702,1.65600,1.32630,2.78835,0.7225563824176788,0.5256742477416992
9,1.0,0.8678,1.65702,1.32581,2.79534,0.7226917922496796,0.5234846562147141

